road,modal_class,segments,length_m,mean_lanes,mean_speed_mph,oneway_share,transit_share,max_transit_routes,commercial_share,junction_share,unpaved_share,class_pts,lane_pts,speed_pts,oneway_pts,transit_pts,commercial_pts,junction_pts,surface_pts,score,category,min_segment_score,max_segment_score,score_std,dominant_category,category_consistency,classification_margin,margin_label,lanes_imputed_share,speed_imputed_share,data_completeness
Oshwal Road,residential,1,140,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Pokot Road,residential,1,234,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Gem Lane,residential,1,771,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Riverside Paddocks,residential,1,615,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Kabarnet Lane,residential,1,270,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Garissa Road,residential,1,187,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Baringo Road,residential,1,174,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Krape Road,residential,1,120,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Natron Road,residential,2,567,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Yakuti Rd,residential,1,483,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Asembo Lane,residential,1,111,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Ruiru Lane,residential,1,108,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Kisiwa Lane,residential,1,110,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Karakuta Road,residential,1,110,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Muhuti Avenue,residential,1,302,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Rugunga Lane,residential,1,101,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Kabiyeti Road,residential,1,189,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Thogoto Road,residential,1,148,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
258 Extension Way,residential,1,458,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Kalasa Road,residential,1,197,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Maboko Close,residential,1,102,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Maboko Crescent,residential,1,720,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Malibet Road,residential,1,146,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Malibet close,residential,1,144,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
St Mary's School Private Road,residential,1,699,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Uwanja Road,residential,1,439,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Guthera Crescent,residential,1,211,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Guru Close,residential,1,515,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Waiga Close,residential,1,184,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Musingu Road,residential,1,253,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Revsymekha Road,residential,1,193,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Mwangi Riika Crescent,residential,2,530,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Bombeya Court,residential,2,285,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Katulo Crescent,residential,1,167,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Nairobi Pickleball Club Road,residential,1,189,1.0,25,1.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Mijikenda Road,residential,1,419,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Riverside Grove,residential,2,211,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Riverside Mews,residential,1,195,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Guthera Lane,residential,1,72,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Gore Street,residential,1,254,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Chaanan Singh Road,residential,1,358,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
11th Street,residential,1,325,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Makina Crescent,residential,1,156,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Twelfth Street,residential,1,162,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Laiboni Road,residential,1,359,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Dik Dik Lane,residential,1,173,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Muhuti Crescent,residential,1,99,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Bonde Lane,residential,1,136,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Tende Drive,residential,2,766,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Aboretum Drive,residential,2,321,1.0,25,0.18,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
The Gables Kilimani,residential,1,53,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Muringa Groove,residential,1,148,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Dik Dik Gardens,residential,1,703,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Sri Aurobindo Avenue,residential,1,346,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Shiko Road,residential,1,63,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Musindi Lane,residential,1,465,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Jodongo Lane,residential,1,225,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Ndovu Lane,residential,1,149,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Bustani Lane,residential,1,216,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Nicobar Close,residential,1,214,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Olosolani Court,residential,2,176,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Sagam Road,residential,1,283,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Ofafa Jericho Entrance,residential,1,105,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Tree Shade Heights,residential,1,121,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Palm Springs,residential,2,134,1.0,25,0.0,0.0,0,0.0,0.67,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.01,0.0,7.0,Low,5.0,8.0,1.5,Low,1.0,13.0,stable,1.0,1.0,0.0
Mahiga Mairu Avenue,residential,1,553,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Arboretum Park Lane,residential,2,114,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Jondongo Road,residential,1,85,1.0,25,0.0,0.0,0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,1.0,1.0,0.0
Seniour Private ✭ Hezekiah Rabala Ochuka road,residential,1,466,2.0,25,0.0,0.0,0,1.0,0.0,1.0,5.0,4.0,0.0,0.0,0.0,4.0,0.0,-6.0,7.0,Low,7.0,7.0,0.0,Low,1.0,13.0,stable,0.0,0.0,1.0
Jodongo Road,residential,2,744,1.0,25,0.0,0.0,0,0.97,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,6.9,Low,5.0,7.0,1.0,Low,1.0,13.1,stable,1.0,1.0,0.0
Kirichwa Road Gardens,residential,2,400,1.0,25,0.0,0.0,0,0.96,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,6.9,Low,5.0,7.0,1.0,Low,1.0,13.1,stable,1.0,1.0,0.0
Five Star Road,residential,4,1737,1.0,25,0.0,0.0,0,0.91,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.81,0.0,0.0,6.8,Low,5.0,7.0,0.9,Low,1.0,13.2,stable,1.0,1.0,0.0
Maendeleo Road,residential,2,1079,1.0,25,0.0,0.0,0,0.89,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.78,0.0,0.0,6.8,Low,5.0,7.0,1.0,Low,1.0,13.2,stable,1.0,1.0,0.0
Eldoret Road,residential,3,895,1.0,25,0.0,0.0,0,0.59,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,6.2,Low,5.0,7.0,0.9,Low,1.0,13.8,stable,1.0,1.0,0.0
Vijana Road,residential,2,935,1.0,25,0.0,0.0,0,0.39,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,6.2,Low,5.0,8.0,1.5,Low,1.0,13.8,stable,1.0,1.0,0.0
Mtito Andei Road,residential,1,327,1.0,25,0.0,0.0,0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,-6.0,6.0,Low,6.0,6.0,0.0,Low,1.0,14.0,stable,1.0,1.0,0.0
Nyasi Lane,residential,2,301,1.0,25,0.0,0.0,0,0.44,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,5.9,Low,5.0,7.0,1.0,Low,1.0,14.1,stable,1.0,1.0,0.0
Kamburu Drive,residential,2,348,1.0,25,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Low,5.0,5.0,0.0,Low,1.0,15.0,stable,1.0,1.0,0.0
Kayahweh Road,residential,2,191,1.0,25,0.12,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Low,5.0,5.0,0.0,Low,1.0,15.0,stable,1.0,1.0,0.0
Mugoya Estate,residential,1,240,1.0,25,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Low,5.0,5.0,0.0,Low,1.0,15.0,stable,1.0,1.0,0.0
Msapo Close,residential,1,137,1.0,25,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Low,5.0,5.0,0.0,Low,1.0,15.0,stable,1.0,1.0,0.0
George Padmore Lane,residential,1,181,1.0,25,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Low,5.0,5.0,0.0,Low,1.0,15.0,stable,1.0,1.0,0.0
Suguta Road,residential,2,668,1.0,25,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Low,5.0,5.0,0.0,Low,1.0,15.0,stable,1.0,1.0,0.0
Mazeras Road,residential,1,274,1.0,25,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Low,5.0,5.0,0.0,Low,1.0,15.0,stable,1.0,1.0,0.0
Mugoiri Road,residential,1,357,1.0,25,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Low,5.0,5.0,0.0,Low,1.0,15.0,stable,1.0,1.0,0.0
Hamisi Road,residential,1,238,1.0,25,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Low,5.0,5.0,0.0,Low,1.0,15.0,stable,1.0,1.0,0.0
Nyangumi Road,residential,1,441,1.0,25,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Low,5.0,5.0,0.0,Low,1.0,15.0,stable,1.0,1.0,0.0
Church Road,residential,1,830,1.0,25,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Low,5.0,5.0,0.0,Low,1.0,15.0,stable,1.0,1.0,0.0
St. Michael's Road,residential,1,684,1.0,25,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Low,5.0,5.0,0.0,Low,1.0,15.0,stable,1.0,1.0,0.0
Mvuli Road,residential,1,416,1.0,25,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Low,5.0,5.0,0.0,Low,1.0,15.0,stable,1.0,1.0,0.0
Makadara Road,residential,1,481,1.0,25,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Low,5.0,5.0,0.0,Low,1.0,15.0,stable,1.0,1.0,0.0
Luka Road,residential,1,450,1.0,25,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Low,5.0,5.0,0.0,Low,1.0,15.0,stable,1.0,1.0,0.0
Luka Cres Road,residential,1,306,1.0,25,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Low,5.0,5.0,0.0,Low,1.0,15.0,stable,1.0,1.0,0.0
Sixth Street,residential,1,421,1.0,25,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Low,5.0,5.0,0.0,Low,1.0,15.0,stable,1.0,1.0,0.0
Fifth Street,residential,1,446,1.0,25,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Low,5.0,5.0,0.0,Low,1.0,15.0,stable,1.0,1.0,0.0
Galole Road,residential,1,400,1.0,25,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Low,5.0,5.0,0.0,Low,1.0,15.0,stable,1.0,1.0,0.0
Fourth Street,residential,1,436,1.0,25,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Low,5.0,5.0,0.0,Low,1.0,15.0,stable,1.0,1.0,0.0
Third Street,residential,1,443,1.0,25,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Low,5.0,5.0,0.0,Low,1.0,15.0,stable,1.0,1.0,0.0
Muyuyu Avenue,residential,1,432,1.0,25,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Low,5.0,5.0,0.0,Low,1.0,15.0,stable,1.0,1.0,0.0
Sergeant Major Kamugobe Street,residential,1,445,1.0,25,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Low,5.0,5.0,0.0,Low,1.0,15.0,stable,1.0,1.0,0.0
Muga Street,residential,1,144,1.0,25,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Low,5.0,5.0,0.0,Low,1.0,15.0,stable,1.0,1.0,0.0
Major Kinyanjui Street,residential,1,446,1.0,25,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Low,5.0,5.0,0.0,Low,1.0,15.0,stable,1.0,1.0,0.0
Second Street,residential,1,167,1.0,25,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Low,5.0,5.0,0.0,Low,1.0,15.0,stable,1.0,1.0,0.0
Busagawa Lane,residential,1,403,1.0,25,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Low,5.0,5.0,0.0,Low,1.0,15.0,stable,1.0,1.0,0.0
Eighteenth Street,residential,2,1338,1.0,25,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Low,5.0,5.0,0.0,Low,1.0,15.0,stable,1.0,1.0,0.0
Mwende Street,residential,4,1800,1.0,25,0.0,0.0,0,0.0,0.0,0.0,5.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Low,5.0,8.0,1.3,Low,1.0,15.0,stable,1.0,1.0,0.0
Mvuma Nyuki Street,residential,1,569,1.0,25,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Low,5.0,5.0,0.0,Low,1.0,15.0,stable,1.0,1.0,0.0
Ole Sinoni Road,residential,1,554,1.0,25,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Low,5.0,5.0,0.0,Low,1.0,15.0,stable,1.0,1.0,0.0
Eastlands Crescent,residential,1,618,1.0,25,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Low,5.0,5.0,0.0,Low,1.0,15.0,stable,1.0,1.0,0.0
Ambala Road,residential,1,150,1.0,25,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Low,5.0,5.0,0.0,Low,1.0,15.0,stable,1.0,1.0,0.0
Laikipia Close,residential,1,208,1.0,25,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Low,5.0,5.0,0.0,Low,1.0,15.0,stable,1.0,1.0,0.0
Kirichwa Grove Road,residential,1,103,1.0,25,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Low,5.0,5.0,0.0,Low,1.0,15.0,stable,1.0,1.0,0.0
Riverside Lane,residential,3,615,1.0,25,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Low,5.0,5.0,0.0,Low,1.0,15.0,stable,1.0,1.0,0.0
Krapf Road,residential,1,365,1.0,25,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Low,5.0,5.0,0.0,Low,1.0,15.0,stable,1.0,1.0,0.0
