road,osm_class,segments,lanes,speed_kmh,transit,commercial,score,category,confidence
Rue de Tilsitt,residential,3,1,30,True,False,12.0,Low,high
Rue du Sentier,residential,3,1,30,False,True,12.0,Low,medium
Rue du 11 Novembre,residential,2,2,30,False,True,12.0,Low,medium
Rue Léon,residential,3,1,30,False,True,12.0,Low,medium
Rue Georges Picquart,residential,3,1,30,True,True,12.0,Low,medium
Rue Pavée,residential,3,1,30,False,True,12.0,Low,medium
Rue Legendre,residential,20,1,30,True,True,11.9,Low,medium
Rue de la Tombe Issoire,residential,30,2,30,True,True,11.9,Low,medium
Rue Amelot,residential,8,1,30,False,True,11.9,Low,medium
Rue Pierre Brossolette,residential,4,2,30,False,True,11.8,Low,low
Rue du Château Landon,residential,8,2,30,False,True,11.8,Low,medium
Rue des Rigoles,residential,5,1,30,False,True,11.8,Low,medium
Rue Orfila,residential,5,1,30,False,True,11.8,Low,medium
Rue de Provence,residential,9,1,30,True,True,11.8,Low,medium
Rue Léon Frot,residential,5,1,30,False,True,11.8,Low,medium
Pont Louis-Philippe,residential,4,2,30,False,True,11.8,Low,medium
Rue Périer,residential,4,1,30,True,True,11.8,Low,medium
Rue Sorbier,residential,5,1,30,False,True,11.8,Low,medium
Rue Daviel,residential,5,1,30,False,True,11.8,Low,medium
Rue du Chevaleret,residential,9,1,30,False,True,11.7,Low,medium
Rue des Couronnes,unclassified,9,1,30,True,True,11.7,Low,medium
Rond-Point des Champs-Élysées - Marcel Dassault,residential,7,1,30,True,True,11.6,Low,medium
Rue Pascal,residential,11,1,30,False,True,11.6,Low,medium
Rue Étienne Dolet,residential,7,1,30,True,True,11.6,Low,low
Rue Poliveau,residential,4,1,30,False,True,11.5,Low,medium
Rue du Dessous des Berges,residential,6,1,30,False,True,11.5,Low,medium
Rue Esquirol,residential,2,1,30,False,True,11.5,Low,medium
Rue Jenner,residential,4,1,30,False,True,11.5,Low,medium
Rue Forest,residential,2,1,30,False,True,11.5,Low,medium
Rue Edmond Flamand,residential,2,1,30,False,True,11.5,Low,medium
Rue Vaucanson,residential,2,1,30,False,True,11.5,Low,medium
Rue Marguerite Duras,residential,2,1,30,False,True,11.5,Low,medium
Rue des Frigos,residential,2,1,30,False,True,11.5,Low,medium
Rue Beaurepaire,residential,2,1,30,False,True,11.5,Low,medium
Rue Fernand Braudel,residential,2,1,30,False,True,11.5,Low,medium
Rue Michelet,residential,2,1,30,False,True,11.5,Low,medium
Rue Le Goff,residential,2,1,30,False,True,11.5,Low,medium
Rue Lhomond,residential,8,1,30,False,True,11.5,Low,medium
Rue de Lille,unclassified,2,1,30,False,True,11.5,Low,medium
Passage Montbrun,residential,2,1,30,False,True,11.5,Low,medium
Rue Jacques Bingen,residential,2,1,30,False,True,11.5,Low,medium
Rue de Lesdiguières,residential,2,1,30,False,True,11.5,Low,medium
Rue du Général Camou,residential,2,1,30,False,True,11.5,Low,medium
Place des Antilles,residential,2,1,30,False,True,11.5,Low,medium
Rue Saint-Bernard,residential,2,1,30,False,True,11.5,Low,medium
Rue Jean Macé,residential,2,1,30,False,True,11.5,Low,medium
Rue Eugène Carrière,residential,4,1,30,False,True,11.5,Low,medium
Rue de Madrid,residential,2,1,30,False,True,11.5,Low,medium
Rue Louis Gaillet,residential,4,1,30,False,True,11.5,Low,medium
Rue de Marseille,unclassified,2,1,30,False,True,11.5,Low,medium
Rue Albert Thomas,residential,2,1,30,False,True,11.5,Low,medium
Rue de Vaucouleurs,residential,2,1,30,False,True,11.5,Low,medium
Rue de Belzunce,residential,2,1,30,False,True,11.5,Low,medium
Quai de la Seine,residential,2,1,30,False,True,11.5,Low,medium
Rue Louise-Émilie de La Tour d'Auvergne,residential,4,1,30,False,True,11.5,Low,medium
Rue de la Tour des Dames,residential,2,1,30,False,True,11.5,Low,medium
Rue Poulet,residential,2,1,30,False,True,11.5,Low,medium
Rue Pixérécourt,residential,10,1,30,False,True,11.5,Low,medium
Rue de Sambre et Meuse,residential,4,1,30,False,True,11.5,Low,medium
Rue Robineau,residential,2,1,30,False,True,11.5,Low,medium
Rue Sedaine,residential,2,1,30,False,True,11.5,Low,medium
Rue de Moscou,residential,2,1,30,False,True,11.5,Low,high
Rue Bisson,residential,4,1,30,False,True,11.5,Low,medium
Rue de Chaumont,unclassified,2,1,30,False,True,11.5,Low,medium
Rue du Maréchal Harispe,residential,2,1,30,False,True,11.5,Low,medium
Rue des Nonnains d'Hyères,residential,2,1,30,False,True,11.5,Low,medium
Rue de Meaux,residential,4,1,30,False,True,11.5,Low,medium
Rue de l'Abbé de l'Épée,residential,2,1,30,False,True,11.5,Low,medium
Rue de l'Arsenal,residential,2,1,30,False,True,11.5,Low,medium
Rue Raymond Lefèbvre,residential,2,1,30,False,True,11.5,Low,medium
Rue Morand,residential,2,1,30,False,True,11.5,Low,medium
Rue de Colmar,residential,2,1,30,False,True,11.5,Low,medium
Rue Dulong,residential,2,1,30,False,True,11.5,Low,medium
Rue de Lancry,residential,4,1,30,False,True,11.5,Low,medium
Rue Salvador Allende,residential,2,1,30,False,True,11.5,Low,medium
Rue de Julienne,residential,2,1,30,False,True,11.5,Low,medium
Rue Lallier,unclassified,2,1,30,False,True,11.5,Low,medium
Rue Myrha,residential,6,1,30,False,True,11.5,Low,medium
Rue Scandicci,residential,2,1,30,False,True,11.5,Low,medium
Avenue Ambroise Rendu,residential,4,1,30,False,True,11.5,Low,medium
Rue du Port aux Lions,residential,2,1,30,False,True,11.5,Low,high
Rue Daval,residential,2,1,30,False,True,11.5,Low,medium
Rue des Mûriers,residential,2,1,30,False,True,11.5,Low,medium
Rue Notre-Dame-de-Nazareth,residential,2,1,30,False,True,11.5,Low,medium
Rue Mouton Duvernet,residential,4,1,30,False,True,11.5,Low,medium
Rue Saint-Benoît,residential,2,1,30,False,True,11.5,Low,medium
Rue Joseph Sansbœuf,residential,2,1,30,False,True,11.5,Low,medium
Rue Georges Berger,residential,2,2,30,False,True,11.5,Low,high
Rue de la Jonquière,residential,2,1,30,False,True,11.5,Low,medium
Impasse Marie Blanche,residential,2,1,30,False,True,11.5,Low,low
Rue Royer-Collard,residential,2,1,30,False,True,11.5,Low,medium
Rue de Lagny,residential,2,1,30,False,True,11.5,Low,medium
Avenue Paul Adam,residential,2,1,30,False,True,11.5,Low,medium
Rue Brémontier,residential,2,1,30,False,True,11.5,Low,medium
Rue Abel Hovelacque,residential,2,1,30,False,True,11.5,Low,medium
Rue des Cordelières,residential,4,1,30,False,True,11.5,Low,medium
Rue de Bazeilles,residential,2,1,30,False,True,11.5,Low,high
Rue Vulpian,residential,2,1,30,False,True,11.5,Low,medium
Place de la Contrescarpe,residential,2,1,30,False,True,11.5,Low,medium
Rue Olivier Métra,residential,2,1,30,False,True,11.5,Low,medium
Rue de la Cour des Noues,residential,2,1,30,False,True,11.5,Low,medium
Rue du Moulinet,residential,3,2,30,False,True,11.3,Low,high
Rue Antoine-Julien Hénard,residential,3,2,30,False,True,11.3,Low,medium
Rue de Penthièvre,residential,3,1,30,False,True,11.3,Low,medium
Rue de Miromesnil,residential,9,1,30,False,True,11.3,Low,medium
Rue de l'Ouest,residential,7,1,30,False,True,11.3,Low,medium
Rue de Gergovie,residential,7,1,30,False,True,11.3,Low,medium
Rue des Chaufourniers,residential,3,2,30,False,True,11.3,Low,medium
Rue du Commandeur,residential,3,1,30,False,True,11.3,Low,medium
Rue du Professeur Louis Renault,residential,3,2,30,False,True,11.3,Low,medium
Quai de Valmy,residential,12,1,30,True,True,11.2,Low,medium
Rue Ganneron,residential,5,1,30,False,True,11.2,Low,low
Rue Nicolaï,residential,5,1,30,False,True,11.2,Low,medium
Rue Sarrette,residential,6,1,30,True,True,11.2,Low,medium
Rue de Bassano,unclassified,5,1,30,False,True,11.2,Low,medium
Rue de Liège,residential,5,1,30,False,True,11.2,Low,medium
Rue des Moines,residential,5,1,30,False,True,11.2,Low,medium
Rue Étex,residential,5,1,30,False,True,11.2,Low,medium
Rue de Douai,residential,5,1,30,False,True,11.2,Low,medium
Rue Mayran,residential,5,1,30,True,True,11.2,Low,medium
Rue Dunois,residential,5,1,30,False,True,11.2,Low,medium
Rue René Barthelemy,residential,2,1,50,False,True,11.2,Low,medium
Rue des Lilas,residential,8,1,30,False,True,11.1,Low,medium
Rue Clisson,residential,6,1,30,False,True,11.0,Low,medium
Place Pinel,residential,4,2,30,False,True,11.0,Low,medium
Rue Regnault,residential,6,1,30,False,True,11.0,Low,medium
Rue Rataud,residential,3,1,30,False,True,11.0,Low,high
Rue de l'Hôtel Colbert,residential,6,1,30,False,True,11.0,Low,medium
Rue de Marengo,residential,1,1,30,True,False,11.0,Low,medium
Rue Oudinot,residential,3,1,30,False,True,11.0,Low,medium
Rue de Ponthieu,residential,3,1,30,False,True,11.0,Low,medium
Rue du Champ de l'Alouette,residential,3,1,30,False,True,11.0,Low,medium
Rue François Ory,unclassified,1,1,30,False,False,11.0,Low,medium
Rue Hector Malot,residential,6,1,30,False,True,11.0,Low,medium
Rue de Tlemcen,residential,3,1,30,False,True,11.0,Low,medium
Rue de la Bidassoa,residential,3,1,30,False,True,11.0,Low,medium
Rue Paturle,residential,4,2,30,False,True,11.0,Low,high
Rue des Pirogues de Bercy,residential,3,2,30,False,True,11.0,Low,medium
Passage Courtois,unclassified,3,1,30,False,True,11.0,Low,medium
Rue Fessart,residential,6,1,30,False,True,11.0,Low,medium
Rue Cauchois,residential,3,1,30,False,True,11.0,Low,medium
Rue Romain Rolland,residential,3,1,30,False,True,11.0,Low,medium
Avenue Junot,residential,3,1,30,False,True,11.0,Low,medium
Quai de la Loire,residential,3,1,30,False,True,11.0,Low,medium
Avenue Ruysdaël,unclassified,3,2,30,False,False,11.0,Low,high
Rue Gallieni,residential,3,1,30,True,False,11.0,Low,medium
Rue Gluck,residential,1,1,30,True,False,11.0,Low,medium
Rue du Général-Foy,residential,6,1,30,False,True,11.0,Low,medium
Rue de Chartres,residential,3,1,30,False,True,11.0,Low,medium
Rue André Antoine,residential,3,1,30,False,True,11.0,Low,medium
Rue Lucien Sampaix,residential,6,1,30,False,True,11.0,Low,medium
Rue de Gramont,residential,2,1,30,True,False,11.0,Low,medium
Rue Lacépède,residential,6,1,30,False,True,11.0,Low,medium
Rue Duguay-Trouin,residential,6,1,30,True,True,11.0,Low,medium
Rue Dupont des Loges,residential,3,1,30,False,True,11.0,Low,medium
Rue Charcot,residential,3,1,30,False,True,11.0,Low,medium
Rue Max Jacob,residential,3,1,30,False,True,11.0,Low,medium
Rue Camille Pelletan,residential,3,1,30,False,True,11.0,Low,medium
Avenue Irène et Frédéric Joliot-Curie,residential,1,1,30,True,False,11.0,Low,medium
Rue Saint-Roch,residential,3,1,30,False,True,11.0,Low,medium
Rue Jacques-Henri Lartigue,residential,3,1,30,False,True,11.0,Low,medium
Rue Edgar Quinet,residential,7,1,30,False,True,10.9,Low,medium
Rue du Général Brunet,residential,8,1,30,False,True,10.9,Low,medium
Rue des Vinaigriers,residential,7,1,30,False,True,10.9,Low,medium
Rue Duméril,residential,4,1,30,False,True,10.8,Low,medium
Rue Frédéric Sauton,residential,4,1,30,False,True,10.8,Low,medium
Rue de Turin,residential,4,1,30,False,True,10.8,Low,medium
Rue de Mouzaïa,residential,5,1,30,False,True,10.8,Low,medium
Rue Ernest Renan,residential,4,1,30,False,True,10.8,Low,medium
Rue André Gide,residential,4,1,30,False,True,10.8,Low,medium
Rue Broca,residential,4,1,30,False,True,10.8,Low,medium
Rue du Croissant,residential,5,2,30,False,True,10.8,Low,medium
Rue Saint-Maur,residential,8,1,30,False,True,10.8,Low,medium
Rue Galilée,residential,5,1,30,False,True,10.8,Low,medium
Rue Julie Daubié,residential,4,1,30,False,True,10.8,Low,medium
Rue du Fer à Moulin,residential,4,1,30,False,True,10.8,Low,medium
Rue Boulard,residential,4,1,30,False,True,10.8,Low,medium
Rue de Lorraine,unclassified,6,1,30,False,True,10.7,Low,medium
Rue Thomas Mann,residential,7,1,30,False,True,10.7,Low,medium
Rue Damesme,residential,9,1,30,False,True,10.7,Low,medium
Rue du Petit Musc,residential,5,1,30,False,True,10.6,Low,medium
Rue Brillat-Savarin,residential,8,1,30,True,True,10.6,Low,medium
Cité Beauharnais,residential,5,1,30,False,True,10.6,Low,medium
Rue Jean-Marie Poulmarch,residential,2,1,30,False,True,10.5,Low,low
Rue Ledru-Rollin,residential,11,1,30,False,True,10.5,Low,low
Rue de Croulebarbe,residential,6,1,30,False,True,10.5,Low,medium
Rue Surcouf,residential,2,1,30,False,True,10.5,Low,medium
Rue Verniquet,residential,2,1,30,False,True,10.5,Low,medium
Rue Crillon,residential,2,1,30,False,True,10.5,Low,medium
Rue des Récollets,residential,6,1,30,False,True,10.5,Low,medium
Rue des Ardennes,residential,2,1,30,False,True,10.5,Low,medium
Passage du Petit Vanves,residential,1,1,50,False,False,10.5,Low,medium
Avenue Lucie et Raymond Aubrac,unclassified,2,1,40,False,True,10.5,Low,low
Rue Louis Rolland,residential,2,1,30,False,True,10.5,Low,medium
Rue Malar,residential,3,1,30,False,True,10.3,Low,medium
Rue Daubenton,residential,7,1,30,False,True,10.3,Low,medium
Rue Alfred Roll,residential,3,1,30,False,True,10.3,Low,medium
Rue Françoise Dolto,residential,3,1,30,False,True,10.3,Low,medium
Rue de Bellechasse,residential,3,1,30,False,True,10.3,Low,medium
Rue Notre-Dame-des-Victoires,residential,4,1,30,False,True,10.2,Low,medium
Rue d'Aboukir,residential,4,1,30,False,True,10.2,Low,medium
Rue de Malte,residential,6,1,30,False,True,10.2,Low,medium
Rue des Petits Hôtels,unclassified,4,1,30,False,True,10.2,Low,low
Rue de la Fontaine au Roi,residential,5,1,30,False,True,10.2,Low,medium
Rue Rampon,residential,4,1,30,False,True,10.2,Low,medium
Rue Descartes,residential,8,1,30,False,True,10.1,Low,medium
Rue François-Iᵉʳ,residential,9,1,30,False,True,10.1,Low,medium
Place des Alpes,residential,3,1,30,False,True,10.0,Low,medium
Rue Fagon,residential,1,1,30,False,True,10.0,Low,medium
Impasse Baudricourt,residential,1,1,30,False,True,10.0,Low,medium
Rue Nicolas Fortin,residential,2,1,30,False,True,10.0,Low,medium
Rue Ricaut,residential,1,1,30,False,True,10.0,Low,medium
Rue Aumont,residential,1,1,30,False,True,10.0,Low,medium
Rue du Docteur Charles Richet,residential,1,1,30,False,True,10.0,Low,medium
Rue Jean Colly,residential,2,1,30,False,True,10.0,Low,medium
Rue Philippe de Champagne,residential,2,1,30,False,True,10.0,Low,medium
Rue Marcel Duchamp,residential,1,1,30,False,True,10.0,Low,medium
Passage National,residential,1,1,30,False,True,10.0,Low,medium
Villa Nieuport,residential,1,1,30,False,True,10.0,Low,medium
Rue d'Amboise,residential,1,1,30,False,True,10.0,Low,medium
Place Louis Armstrong,residential,1,1,30,False,True,10.0,Low,medium
Rue Dalloz,residential,1,1,30,False,True,10.0,Low,medium
Rue Michel Bréal,residential,1,1,30,False,True,10.0,Low,medium
Rue Franc-Nohain,residential,1,1,30,False,True,10.0,Low,medium
Rue Marceau,residential,3,1,30,False,True,10.0,Low,medium
Rue Pierre-Joseph Desault,residential,1,1,30,False,True,10.0,Low,medium
Rue Jean Dormoy,residential,1,1,30,False,True,10.0,Low,medium
Rue Francisco Ferrer,residential,1,1,30,False,True,10.0,Low,medium
Rue Christophe-Colomb,residential,1,1,30,False,True,10.0,Low,medium
Rue Pasteur,residential,13,1,30,False,True,10.0,Low,medium
Rue du Docteur Esquirol,residential,2,1,30,False,True,10.0,Low,low
Rue Pau Casals,residential,1,1,30,False,True,10.0,Low,medium
Rue Paul Klee,residential,2,1,30,False,True,10.0,Low,medium
Rue Leredde,residential,1,1,30,False,True,10.0,Low,medium
Rue Bruant,residential,3,1,30,False,True,10.0,Low,medium
Rue du Congo,residential,1,1,30,False,True,10.0,Low,medium
Rue de la Lancette,residential,1,1,30,False,True,10.0,Low,medium
Rue Saint-Sabin,residential,4,1,30,False,True,10.0,Low,medium
Rue Antoine Vollon,residential,3,1,30,False,True,10.0,Low,medium
Rue Théodore Hamont,residential,1,1,30,False,True,10.0,Low,medium
Rue de Capri,residential,1,1,30,False,True,10.0,Low,medium
Rue Cannebière,residential,2,1,30,False,True,10.0,Low,medium
Rue Hélène Brion,residential,2,1,30,False,True,10.0,Low,medium
Rue des Jardiniers,residential,1,1,30,False,True,10.0,Low,medium
Passage Commun AS/13,residential,1,1,30,False,True,10.0,Low,medium
Rue Raoul,residential,1,1,30,False,True,10.0,Low,medium
Rue Keller,residential,1,1,30,False,True,10.0,Low,medium
Rue Édouard Robert,residential,1,1,30,False,True,10.0,Low,medium
Rue de la Durance,residential,1,1,30,False,True,10.0,Low,medium
Rue François Truffaut,residential,1,1,30,False,True,10.0,Low,medium
Rue de Chablis,residential,1,1,30,False,True,10.0,Low,medium
Avenue du Bel Air,residential,1,1,30,False,True,10.0,Low,medium
Rue Lamblardie,residential,1,1,30,False,True,10.0,Low,high
Rue de Madagascar,residential,1,1,30,False,True,10.0,Low,medium
Avenue de Bouvines,residential,1,1,30,False,True,10.0,Low,medium
Passage Thiéré,residential,1,1,30,False,True,10.0,Low,medium
Rue des Taillandiers,residential,2,1,30,False,True,10.0,Low,medium
Rue Nicolas Houël,residential,1,1,30,False,True,10.0,Low,medium
Passage des Crayons,residential,1,1,30,False,True,10.0,Low,low
Rue Baudoin,residential,4,1,30,False,True,10.0,Low,medium
Rue Résal,residential,1,1,30,False,True,10.0,Low,medium
Rue Friant,residential,4,1,30,False,True,10.0,Low,medium
Rue Rubens,residential,1,1,30,False,True,10.0,Low,medium
Rue du Banquier,residential,1,1,30,False,True,10.0,Low,medium
Rue Watteau,residential,1,1,30,False,True,10.0,Low,medium
Rue de la Reine Blanche,residential,1,1,30,False,True,10.0,Low,medium
Rue Michel Peter,residential,1,1,30,False,True,10.0,Low,medium
Rue Nicolas Roret,residential,1,1,30,False,True,10.0,Low,medium
Rue Le Brun,residential,4,1,30,False,True,10.0,Low,medium
Rue de l'Essai,residential,1,1,30,False,True,10.0,Low,medium
Rue Pirandello,residential,2,1,30,False,True,10.0,Low,medium
Rue Oudry,residential,2,1,30,False,True,10.0,Low,medium
Rue René Panhard,residential,1,1,30,False,True,10.0,Low,medium
Rue Jules Breton,residential,3,1,30,False,True,10.0,Low,medium
Avenue de la Sœur Rosalie,residential,3,1,30,False,True,10.0,Low,medium
Rue Véronèse,residential,1,1,30,False,True,10.0,Low,medium
Rue des Reculettes,residential,1,1,30,False,True,10.0,Low,medium
Rue Toussaint-Féron,residential,1,1,30,False,True,10.0,Low,medium
Rue de la Collégiale,residential,1,1,30,False,True,10.0,Low,medium
Rue Vésale,residential,1,1,30,False,True,10.0,Low,medium
Rue Scipion,residential,2,1,30,False,True,10.0,Low,medium
Rue du Père Guérin,residential,1,1,30,False,True,10.0,Low,medium
Place Claude Bourdet,residential,2,1,30,False,True,10.0,Low,medium
Rue Paul Gervais,residential,2,1,30,False,True,10.0,Low,medium
Rue Larrey,residential,2,1,30,False,True,10.0,Low,medium
Rue Dolomieu,residential,1,1,30,False,True,10.0,Low,medium
Place du Puits de l'Ermite,residential,2,1,30,False,True,10.0,Low,medium
